Timestamp,Well,Oil Production
2020-02-03,Well 6,777
2020-02-04,Well 6,321
2020-02-05,Well 6,160
2020-02-06,Well 6,228
2020-02-07,Well 6,784
2020-02-08,Well 6,255
2020-02-09,Well 6,477
2020-02-10,Well 6,721
2020-02-11,Well 6,880
2020-02-12,Well 6,967
2020-02-13,Well 6,889
2020-02-14,Well 6,685
2020-02-15,Well 6,536
2020-02-16,Well 6,306
2020-02-17,Well 6,487
2020-02-18,Well 6,579
2020-02-19,Well 6,890
2020-02-20,Well 6,986
2020-02-21,Well 6,937
2020-02-22,Well 6,439
2020-02-23,Well 6,968
2020-02-24,Well 6,439
2020-02-25,Well 6,303
2020-02-26,Well 6,260
2020-02-27,Well 6,639
2020-02-28,Well 6,491
2020-02-29,Well 6,868
2020-03-01,Well 6,776
2020-03-02,Well 6,674
2020-03-03,Well 6,633
2020-03-04,Well 6,169
2020-03-05,Well 6,992
2020-03-06,Well 6,504
2020-03-07,Well 6,707
2020-03-08,Well 6,774
2020-03-09,Well 6,690
2020-03-10,Well 6,616
2020-03-11,Well 6,927
2020-03-12,Well 6,219
2020-03-13,Well 6,913
2020-03-14,Well 6,789
2020-03-15,Well 6,787
2020-03-16,Well 6,316
2020-03-17,Well 6,155
2020-03-18,Well 6,465
2020-03-19,Well 6,798
2020-03-20,Well 6,603
2020-03-21,Well 6,843
2020-03-22,Well 6,866
2020-03-23,Well 6,554
2020-03-24,Well 6,203
2020-03-25,Well 6,176
2020-03-26,Well 6,329
2020-03-27,Well 6,357
2020-03-28,Well 6,363
2020-03-29,Well 6,430
2020-03-30,Well 6,281
2020-03-31,Well 6,992
2020-04-01,Well 6,867
2020-04-02,Well 6,649
2020-04-03,Well 6,787
2020-04-04,Well 6,126
2020-04-05,Well 6,375
2020-04-06,Well 6,751
2020-04-07,Well 6,398
2020-04-08,Well 6,898
2020-04-09,Well 6,190
2020-04-10,Well 6,579
2020-04-11,Well 6,672
2020-04-12,Well 6,557
2020-04-13,Well 6,550
2020-04-14,Well 6,464
2020-04-15,Well 6,958
2020-04-16,Well 6,774
2020-04-17,Well 6,450
2020-04-18,Well 6,754
2020-04-19,Well 6,499
2020-04-20,Well 6,352
2020-04-21,Well 6,880
2020-04-22,Well 6,980
2020-04-23,Well 6,902
2020-04-24,Well 6,558
2020-04-25,Well 6,798
2020-04-26,Well 6,598
2020-04-27,Well 6,607
2020-04-28,Well 6,403
2020-04-29,Well 6,600
2020-04-30,Well 6,902
2020-05-01,Well 6,697
2020-05-02,Well 6,265
2020-05-03,Well 6,514
2020-05-04,Well 6,561
2020-05-05,Well 6,213
2020-05-06,Well 6,532
2020-05-07,Well 6,455
2020-05-08,Well 6,794
2020-05-09,Well 6,306
2020-05-10,Well 6,867
2020-05-11,Well 6,334
2020-05-12,Well 6,541
2020-05-13,Well 6,454
2020-05-14,Well 6,614
2020-05-15,Well 6,307
2020-05-16,Well 6,808
2020-05-17,Well 6,952
2020-05-18,Well 6,224
2020-05-19,Well 6,237
2020-05-20,Well 6,438
2020-05-21,Well 6,636
2020-05-22,Well 6,167
2020-05-23,Well 6,672
2020-05-24,Well 6,640
2020-05-25,Well 6,482
2020-05-26,Well 6,118
2020-05-27,Well 6,782
2020-05-28,Well 6,549
2020-05-29,Well 6,173
2020-05-30,Well 6,672
2020-05-31,Well 6,764
2020-06-01,Well 6,375
2020-06-02,Well 6,147
2020-06-03,Well 6,310
2020-06-04,Well 6,954
2020-06-05,Well 6,750
2020-06-06,Well 6,721
2020-06-07,Well 6,794
2020-06-08,Well 6,639
2020-06-09,Well 6,808
2020-06-10,Well 6,290
2020-06-11,Well 6,414
2020-06-12,Well 6,662
2020-06-13,Well 6,760
2020-06-14,Well 6,879
2020-06-15,Well 6,661
2020-06-16,Well 6,999
2020-06-17,Well 6,857
2020-06-18,Well 6,212
2020-06-19,Well 6,269
2020-06-20,Well 6,567
2020-06-21,Well 6,777
2020-06-22,Well 6,113
2020-06-23,Well 6,814
2020-06-24,Well 6,387
2020-06-25,Well 6,288
2020-06-26,Well 6,254
2020-06-27,Well 6,666
2020-06-28,Well 6,793
2020-06-29,Well 6,821
2020-06-30,Well 6,987
2020-07-01,Well 6,570
2020-07-02,Well 6,174
2020-07-03,Well 6,376
2020-07-04,Well 6,744
2020-07-05,Well 6,442
2020-07-06,Well 6,524
2020-07-07,Well 6,670
2020-07-08,Well 6,610
2020-07-09,Well 6,956
2020-07-10,Well 6,281
2020-07-11,Well 6,557
2020-07-12,Well 6,950
2020-07-13,Well 6,932
2020-07-14,Well 6,163
2020-07-15,Well 6,938
2020-07-16,Well 6,359
2020-07-17,Well 6,292
2020-07-18,Well 6,754
2020-07-19,Well 6,715
2020-07-20,Well 6,505
2020-07-21,Well 6,825
2020-07-22,Well 6,853
2020-07-23,Well 6,820
2020-07-24,Well 6,192
2020-07-25,Well 6,529
2020-07-26,Well 6,753
2020-07-27,Well 6,533
2020-07-28,Well 6,503
2020-07-29,Well 6,533
2020-07-30,Well 6,211
2020-07-31,Well 6,474
2020-08-01,Well 6,158
2020-08-02,Well 6,142
2020-08-03,Well 6,306
2020-08-04,Well 6,879
2020-08-05,Well 6,395
2020-08-06,Well 6,217
2020-08-07,Well 6,631
2020-08-08,Well 6,321
2020-08-09,Well 6,265
2020-08-10,Well 6,742
2020-08-11,Well 6,255
2020-08-12,Well 6,283
2020-08-13,Well 6,189
2020-08-14,Well 6,193
2020-08-15,Well 6,112
2020-08-16,Well 6,933
2020-08-17,Well 6,904
2020-08-18,Well 6,841
2020-08-19,Well 6,933
2020-08-20,Well 6,903
2020-08-21,Well 6,537
2020-08-22,Well 6,637
2020-08-23,Well 6,686
2020-08-24,Well 6,975
2020-08-25,Well 6,910
2020-08-26,Well 6,249
2020-08-27,Well 6,759
2020-08-28,Well 6,107
2020-08-29,Well 6,128
2020-08-30,Well 6,395
2020-08-31,Well 6,820
2020-09-01,Well 6,739
2020-09-02,Well 6,439
2020-09-03,Well 6,727
2020-09-04,Well 6,538
2020-09-05,Well 6,243
2020-09-06,Well 6,929
2020-09-07,Well 6,846
2020-09-08,Well 6,618
2020-09-09,Well 6,144
2020-09-10,Well 6,338
2020-09-11,Well 6,254
2020-09-12,Well 6,280
2020-09-13,Well 6,314
2020-09-14,Well 6,187
2020-09-15,Well 6,355
2020-09-16,Well 6,610
2020-09-17,Well 6,172
2020-09-18,Well 6,278
2020-09-19,Well 6,311
2020-09-20,Well 6,904
2020-09-21,Well 6,333
2020-09-22,Well 6,564
2020-09-23,Well 6,850
2020-09-24,Well 6,322
2020-09-25,Well 6,730
2020-09-26,Well 6,924
2020-09-27,Well 6,363
2020-09-28,Well 6,306
2020-09-29,Well 6,706
2020-09-30,Well 6,984
2020-10-01,Well 6,833
2020-10-02,Well 6,465
2020-10-03,Well 6,375
2020-10-04,Well 6,479
2020-10-05,Well 6,842
2020-10-06,Well 6,408
2020-10-07,Well 6,730
2020-10-08,Well 6,367
2020-10-09,Well 6,884
2020-10-10,Well 6,163
2020-10-11,Well 6,909
2020-10-12,Well 6,449
2020-10-13,Well 6,593
2020-10-14,Well 6,622
2020-10-15,Well 6,197
2020-10-16,Well 6,170
2020-10-17,Well 6,463
2020-10-18,Well 6,669
2020-10-19,Well 6,901
2020-10-20,Well 6,862
2020-10-21,Well 6,375
2020-10-22,Well 6,149
2020-10-23,Well 6,457
2020-10-24,Well 6,827
2020-10-25,Well 6,663
2020-10-26,Well 6,882
2020-10-27,Well 6,584
2020-10-28,Well 6,183
2020-10-29,Well 6,998
2020-10-30,Well 6,904
2020-10-31,Well 6,737
2020-11-01,Well 6,907
2020-11-02,Well 6,683
2020-11-03,Well 6,395
2020-11-04,Well 6,335
2020-11-05,Well 6,155
2020-11-06,Well 6,459
2020-11-07,Well 6,209
2020-11-08,Well 6,291
2020-11-09,Well 6,192
2020-11-10,Well 6,961
2020-11-11,Well 6,667
2020-11-12,Well 6,159
2020-11-13,Well 6,749
2020-11-14,Well 6,138
2020-11-15,Well 6,639
2020-11-16,Well 6,148
2020-11-17,Well 6,519
2020-11-18,Well 6,736
2020-11-19,Well 6,112
2020-11-20,Well 6,135
2020-11-21,Well 6,200
2020-11-22,Well 6,893
2020-11-23,Well 6,185
2020-11-24,Well 6,615
2020-11-25,Well 6,322
2020-11-26,Well 6,437
2020-11-27,Well 6,265
2020-11-28,Well 6,482
2020-11-29,Well 6,955
2020-11-30,Well 6,994
2020-12-01,Well 6,475
2020-12-02,Well 6,570
2020-12-03,Well 6,889
2020-12-04,Well 6,741
2020-12-05,Well 6,130
2020-12-06,Well 6,474
2020-12-07,Well 6,110
2020-12-08,Well 6,401
2020-12-09,Well 6,195
2020-12-10,Well 6,289
2020-12-11,Well 6,552
2020-12-12,Well 6,291
2020-12-13,Well 6,585
2020-12-14,Well 6,365
2020-12-15,Well 6,523
2020-12-16,Well 6,227
2020-12-17,Well 6,337
2020-12-18,Well 6,454
2020-12-19,Well 6,211
2020-12-20,Well 6,927
2020-12-21,Well 6,545
2020-12-22,Well 6,442
2020-12-23,Well 6,244
2020-12-24,Well 6,164
2020-12-25,Well 6,346
2020-12-26,Well 6,834
2020-12-27,Well 6,589
2020-12-28,Well 6,924
2020-12-29,Well 6,538
2020-12-30,Well 6,205
2020-12-31,Well 6,280
2021-01-01,Well 6,283
2021-01-02,Well 6,325
2021-01-03,Well 6,876
2021-01-04,Well 6,889
2021-01-05,Well 6,188
2021-01-06,Well 6,787
2021-01-07,Well 6,629
2021-01-08,Well 6,470
2021-01-09,Well 6,498
2021-01-10,Well 6,205
2021-01-11,Well 6,370
2021-01-12,Well 6,930
2021-01-13,Well 6,602
2021-01-14,Well 6,778
2021-01-15,Well 6,624
2021-01-16,Well 6,948
2021-01-17,Well 6,131
2021-01-18,Well 6,492
2021-01-19,Well 6,139
2021-01-20,Well 6,759
2021-01-21,Well 6,317
2021-01-22,Well 6,830
2021-01-23,Well 6,181
2021-01-24,Well 6,944
2021-01-25,Well 6,819
2021-01-26,Well 6,300
2021-01-27,Well 6,546
2021-01-28,Well 6,943
2021-01-29,Well 6,527
2021-01-30,Well 6,137
2021-01-31,Well 6,310
2021-02-01,Well 6,543
2021-02-02,Well 6,426
2021-02-03,Well 6,860
2021-02-04,Well 6,326
2021-02-05,Well 6,147
2021-02-06,Well 6,117
2021-02-07,Well 6,538
2021-02-08,Well 6,906
2021-02-09,Well 6,807
2021-02-10,Well 6,286
2021-02-11,Well 6,444
2021-02-12,Well 6,323
2021-02-13,Well 6,929
2021-02-14,Well 6,587
2021-02-15,Well 6,976
2021-02-16,Well 6,948
2021-02-17,Well 6,328
2021-02-18,Well 6,489
2021-02-19,Well 6,688
2021-02-20,Well 6,287
2021-02-21,Well 6,957
2021-02-22,Well 6,369
2021-02-23,Well 6,706
2021-02-24,Well 6,409
2021-02-25,Well 6,231
2021-02-26,Well 6,650
2021-02-27,Well 6,171
2021-02-28,Well 6,892
2021-03-01,Well 6,944
2021-03-02,Well 6,771
2021-03-03,Well 6,286
2021-03-04,Well 6,585
2021-03-05,Well 6,290
2021-03-06,Well 6,521
2021-03-07,Well 6,219
2021-03-08,Well 6,319
2021-03-09,Well 6,152
2021-03-10,Well 6,833
2021-03-11,Well 6,550
2021-03-12,Well 6,511
2021-03-13,Well 6,742
2021-03-14,Well 6,336
2021-03-15,Well 6,857
2021-03-16,Well 6,837
2021-03-17,Well 6,819
2021-03-18,Well 6,505
2021-03-19,Well 6,707
2021-03-20,Well 6,521
2021-03-21,Well 6,811
2021-03-22,Well 6,346
2021-03-23,Well 6,171
2021-03-24,Well 6,929
2021-03-25,Well 6,284
2021-03-26,Well 6,105
2021-03-27,Well 6,305
2021-03-28,Well 6,643
2021-03-29,Well 6,710
2021-03-30,Well 6,486
2021-03-31,Well 6,867
2021-04-01,Well 6,798
2021-04-02,Well 6,175
2021-04-03,Well 6,276
2021-04-04,Well 6,926
2021-04-05,Well 6,898
2021-04-06,Well 6,448
2021-04-07,Well 6,354
2021-04-08,Well 6,936
2021-04-09,Well 6,801
2021-04-10,Well 6,407
2021-04-11,Well 6,444
2021-04-12,Well 6,226
2021-04-13,Well 6,386
2021-04-14,Well 6,865
2021-04-15,Well 6,824
2021-04-16,Well 6,861
2021-04-17,Well 6,695
2021-04-18,Well 6,586
2021-04-19,Well 6,482
2021-04-20,Well 6,505
2021-04-21,Well 6,487
2021-04-22,Well 6,624
2021-04-23,Well 6,656
2021-04-24,Well 6,738
2021-04-25,Well 6,725
2021-04-26,Well 6,375
2021-04-27,Well 6,599
2021-04-28,Well 6,816
2021-04-29,Well 6,436
2021-04-30,Well 6,580
2021-05-01,Well 6,996
2021-05-02,Well 6,372
2021-05-03,Well 6,157
2021-05-04,Well 6,427
2021-05-05,Well 6,830
2021-05-06,Well 6,208
2021-05-07,Well 6,378
2021-05-08,Well 6,785
2021-05-09,Well 6,427
2021-05-10,Well 6,875
2021-05-11,Well 6,414
2021-05-12,Well 6,573
2021-05-13,Well 6,210
2021-05-14,Well 6,798
2021-05-15,Well 6,880
2021-05-16,Well 6,328
2021-05-17,Well 6,596
2021-05-18,Well 6,255
2021-05-19,Well 6,572
2021-05-20,Well 6,800
2021-05-21,Well 6,371
2021-05-22,Well 6,986
2021-05-23,Well 6,101
2021-05-24,Well 6,857
2021-05-25,Well 6,821
2021-05-26,Well 6,610
2021-05-27,Well 6,385
2021-05-28,Well 6,970
2021-05-29,Well 6,112
2021-05-30,Well 6,707
2021-05-31,Well 6,597
2021-06-01,Well 6,832
2021-06-02,Well 6,337
2021-06-03,Well 6,193
2021-06-04,Well 6,437
2021-06-05,Well 6,880
2021-06-06,Well 6,270
2021-06-07,Well 6,705
2021-06-08,Well 6,760
2021-06-09,Well 6,723
2021-06-10,Well 6,666
2021-06-11,Well 6,948
2021-06-12,Well 6,566
2021-06-13,Well 6,727
2021-06-14,Well 6,242
2021-06-15,Well 6,300
2021-06-16,Well 6,279
2021-06-17,Well 6,813
2021-06-18,Well 6,463
2021-06-19,Well 6,578
2021-06-20,Well 6,664
2021-06-21,Well 6,570
2021-06-22,Well 6,483
2021-06-23,Well 6,791
2021-06-24,Well 6,516
2021-06-25,Well 6,924
2021-06-26,Well 6,407
2021-06-27,Well 6,748
2021-06-28,Well 6,793
2021-06-29,Well 6,466
2021-06-30,Well 6,100
2021-07-01,Well 6,143
2021-07-02,Well 6,838
2021-07-03,Well 6,942
2021-07-04,Well 6,197
2021-07-05,Well 6,819
2021-07-06,Well 6,364
2021-07-07,Well 6,899
2021-07-08,Well 6,882
2021-07-09,Well 6,239
2021-07-10,Well 6,580
2021-07-11,Well 6,336
2021-07-12,Well 6,171
2021-07-13,Well 6,766
2021-07-14,Well 6,289
2021-07-15,Well 6,367
2021-07-16,Well 6,420
2021-07-17,Well 6,206
2021-07-18,Well 6,331
2021-07-19,Well 6,141
2021-07-20,Well 6,801
2021-07-21,Well 6,982
2021-07-22,Well 6,238
2021-07-23,Well 6,714
2021-07-24,Well 6,782
2021-07-25,Well 6,962
2021-07-26,Well 6,372
2021-07-27,Well 6,580
2021-07-28,Well 6,515
2021-07-29,Well 6,605
2021-07-30,Well 6,832
2021-07-31,Well 6,824
2021-08-01,Well 6,952
2021-08-02,Well 6,523
2021-08-03,Well 6,506
2021-08-04,Well 6,667
2021-08-05,Well 6,489
2021-08-06,Well 6,441
2021-08-07,Well 6,713
2021-08-08,Well 6,592
2021-08-09,Well 6,291
2021-08-10,Well 6,598
2021-08-11,Well 6,921
2021-08-12,Well 6,811
2021-08-13,Well 6,332
2021-08-14,Well 6,326
2021-08-15,Well 6,470
2021-08-16,Well 6,238
2021-08-17,Well 6,955
2021-08-18,Well 6,916
2021-08-19,Well 6,248
2021-08-20,Well 6,214
2021-08-21,Well 6,549
2021-08-22,Well 6,162
2021-08-23,Well 6,203
2021-08-24,Well 6,950
2021-08-25,Well 6,970
2021-08-26,Well 6,767
2021-08-27,Well 6,372
2021-08-28,Well 6,105
2021-08-29,Well 6,246
2021-08-30,Well 6,283
2021-08-31,Well 6,127
2021-09-01,Well 6,649
2021-09-02,Well 6,218
2021-09-03,Well 6,392
2021-09-04,Well 6,470
2021-09-05,Well 6,343
2021-09-06,Well 6,679
2021-09-07,Well 6,825
2021-09-08,Well 6,317
2021-09-09,Well 6,276
2021-09-10,Well 6,398
2021-09-11,Well 6,775
2021-09-12,Well 6,157
2021-09-13,Well 6,368
2021-09-14,Well 6,407
2021-09-15,Well 6,669
2021-09-16,Well 6,387
2021-09-17,Well 6,204
2021-09-18,Well 6,327
2021-09-19,Well 6,346
2021-09-20,Well 6,799
2021-09-21,Well 6,593
2021-09-22,Well 6,182
2021-09-23,Well 6,285
2021-09-24,Well 6,351
2021-09-25,Well 6,454
2021-09-26,Well 6,849
2021-09-27,Well 6,971
2021-09-28,Well 6,795
2021-09-29,Well 6,895
2021-09-30,Well 6,996
2021-10-01,Well 6,309
2021-10-02,Well 6,915
2021-10-03,Well 6,907
2021-10-04,Well 6,708
2021-10-05,Well 6,546
2021-10-06,Well 6,559
2021-10-07,Well 6,571
2021-10-08,Well 6,819
2021-10-09,Well 6,469
2021-10-10,Well 6,999
2021-10-11,Well 6,591
2021-10-12,Well 6,236
2021-10-13,Well 6,466
2021-10-14,Well 6,283
2021-10-15,Well 6,687
2021-10-16,Well 6,386
2021-10-17,Well 6,571
2021-10-18,Well 6,474
2021-10-19,Well 6,753
2021-10-20,Well 6,848
2021-10-21,Well 6,636
2021-10-22,Well 6,610
2021-10-23,Well 6,901
2021-10-24,Well 6,678
2021-10-25,Well 6,349
2021-10-26,Well 6,609
2021-10-27,Well 6,729
2021-10-28,Well 6,172
2021-10-29,Well 6,381
2021-10-30,Well 6,459
2021-10-31,Well 6,109
2021-11-01,Well 6,310
2021-11-02,Well 6,934
2021-11-03,Well 6,251
2021-11-04,Well 6,104
2021-11-05,Well 6,294
2021-11-06,Well 6,382
2021-11-07,Well 6,563
2021-11-08,Well 6,212
2021-11-09,Well 6,370
2021-11-10,Well 6,262
2021-11-11,Well 6,559
2021-11-12,Well 6,204
2021-11-13,Well 6,792
2021-11-14,Well 6,655
2021-11-15,Well 6,381
2021-11-16,Well 6,786
2021-11-17,Well 6,261
2021-11-18,Well 6,450
2021-11-19,Well 6,533
2021-11-20,Well 6,951
2021-11-21,Well 6,239
2021-11-22,Well 6,570
2021-11-23,Well 6,231
2021-11-24,Well 6,186
2021-11-25,Well 6,787
2021-11-26,Well 6,282
2021-11-27,Well 6,467
2021-11-28,Well 6,228
2021-11-29,Well 6,345
2021-11-30,Well 6,700
2021-12-01,Well 6,677
2021-12-02,Well 6,769
2021-12-03,Well 6,998
2021-12-04,Well 6,477
2021-12-05,Well 6,248
2021-12-06,Well 6,951
2021-12-07,Well 6,532
2021-12-08,Well 6,727
2021-12-09,Well 6,825
2021-12-10,Well 6,568
2021-12-11,Well 6,545
2021-12-12,Well 6,580
2021-12-13,Well 6,983
2021-12-14,Well 6,393
2021-12-15,Well 6,864
2021-12-16,Well 6,242
2021-12-17,Well 6,349
2021-12-18,Well 6,977
2021-12-19,Well 6,401
2021-12-20,Well 6,124
2021-12-21,Well 6,888
2021-12-22,Well 6,988
2021-12-23,Well 6,989
2021-12-24,Well 6,169
2021-12-25,Well 6,724
2021-12-26,Well 6,974
2021-12-27,Well 6,211
2021-12-28,Well 6,463
2021-12-29,Well 6,402
2021-12-30,Well 6,570
2021-12-31,Well 6,190
2019-01-01,Well 7,629
2019-01-02,Well 7,760
2019-01-03,Well 7,838
2019-01-04,Well 7,825
2019-01-05,Well 7,971
2019-01-06,Well 7,762
2019-01-07,Well 7,291
2019-01-08,Well 7,651
2019-01-09,Well 7,341
2019-01-10,Well 7,237
2019-01-11,Well 7,444
2019-01-12,Well 7,279
2019-01-13,Well 7,811
2019-01-14,Well 7,602
2019-01-15,Well 7,302
2019-01-16,Well 7,672
2019-01-17,Well 7,291
2019-01-18,Well 7,104
2019-01-19,Well 7,989
2019-01-20,Well 7,336
2019-01-21,Well 7,792
2019-01-22,Well 7,410
2019-01-23,Well 7,648
2019-01-24,Well 7,155
2019-01-25,Well 7,542
2019-01-26,Well 7,336
2019-01-27,Well 7,969
2019-01-28,Well 7,960
2019-01-29,Well 7,296
2019-01-30,Well 7,684
2019-01-31,Well 7,670
2019-02-01,Well 7,851
2019-02-02,Well 7,613
2019-02-03,Well 7,548
2019-02-04,Well 7,459
2019-02-05,Well 7,799
2019-02-06,Well 7,918
2019-02-07,Well 7,129
2019-02-08,Well 7,878
2019-02-09,Well 7,207
2019-02-10,Well 7,943
2019-02-11,Well 7,701
2019-02-12,Well 7,816
2019-02-13,Well 7,990
2019-02-14,Well 7,544
2019-02-15,Well 7,992
2019-02-16,Well 7,537
2019-02-17,Well 7,831
2019-02-18,Well 7,989
2019-02-19,Well 7,705
2019-02-20,Well 7,556
2019-02-21,Well 7,714
2019-02-22,Well 7,834
2019-02-23,Well 7,797
2019-02-24,Well 7,795
2019-02-25,Well 7,594
2019-02-26,Well 7,773
2019-02-27,Well 7,346
2019-02-28,Well 7,642
2019-03-01,Well 7,663
2019-03-02,Well 7,956
2019-03-03,Well 7,687
2019-03-04,Well 7,996
2019-03-05,Well 7,538
2019-03-06,Well 7,377
2019-03-07,Well 7,651
2019-03-08,Well 7,712
2019-03-09,Well 7,210
2019-03-10,Well 7,484
2019-03-11,Well 7,932
2019-03-12,Well 7,860
2019-03-13,Well 7,290
2019-03-14,Well 7,589
2019-03-15,Well 7,793
2019-03-16,Well 7,525
2019-03-17,Well 7,504
2019-03-18,Well 7,434
2019-03-19,Well 7,308
2019-03-20,Well 7,121
2019-03-21,Well 7,777
2019-03-22,Well 7,710
2019-03-23,Well 7,307
2019-03-24,Well 7,107
2019-03-25,Well 7,801
2019-03-26,Well 7,786
2019-03-27,Well 7,884
2019-03-28,Well 7,628
2019-03-29,Well 7,701
2019-03-30,Well 7,752
2019-03-31,Well 7,756
2019-04-01,Well 7,265
2019-04-02,Well 7,948
2019-04-03,Well 7,595
2019-04-04,Well 7,689
2019-04-05,Well 7,528
2019-04-06,Well 7,873
2019-04-07,Well 7,262
2019-04-08,Well 7,465
2019-04-09,Well 7,625
2019-04-10,Well 7,338
2019-04-11,Well 7,171
2019-04-12,Well 7,544
2019-04-13,Well 7,754
2019-04-14,Well 7,921
2019-04-15,Well 7,608
2019-04-16,Well 7,894
2019-04-17,Well 7,368
2019-04-18,Well 7,852
2019-04-19,Well 7,514
2019-04-20,Well 7,344
2019-04-21,Well 7,774
2019-04-22,Well 7,159
2019-04-23,Well 7,105
2019-04-24,Well 7,808
2019-04-25,Well 7,669
2019-04-26,Well 7,916
2019-04-27,Well 7,506
2019-04-28,Well 7,316
2019-04-29,Well 7,125
2019-04-30,Well 7,914
2019-05-01,Well 7,104
2019-05-02,Well 7,631
2019-05-03,Well 7,489
2019-05-04,Well 7,809
2019-05-05,Well 7,670
2019-05-06,Well 7,547
2019-05-07,Well 7,853
2019-05-08,Well 7,245
2019-05-09,Well 7,487
2019-05-10,Well 7,884
2019-05-11,Well 7,348
2019-05-12,Well 7,625
2019-05-13,Well 7,561
2019-05-14,Well 7,112
2019-05-15,Well 7,483
2019-05-16,Well 7,655
2019-05-17,Well 7,986
2019-05-18,Well 7,498
2019-05-19,Well 7,118
2019-05-20,Well 7,674
2019-05-21,Well 7,590
2019-05-22,Well 7,850
2019-05-23,Well 7,518
2019-05-24,Well 7,436
2019-05-25,Well 7,518
2019-05-26,Well 7,711
2019-05-27,Well 7,774
2019-05-28,Well 7,221
2019-05-29,Well 7,531
2019-05-30,Well 7,143
2019-05-31,Well 7,971
2019-06-01,Well 7,416
2019-06-02,Well 7,480
2019-06-03,Well 7,244
2019-06-04,Well 7,426
2019-06-05,Well 7,462
2019-06-06,Well 7,149
2019-06-07,Well 7,164
2019-06-08,Well 7,454
2019-06-09,Well 7,899
2019-06-10,Well 7,263
2019-06-11,Well 7,240
2019-06-12,Well 7,925
2019-06-13,Well 7,227
2019-06-14,Well 7,497
2019-06-15,Well 7,979
2019-06-16,Well 7,562
2019-06-17,Well 7,850
2019-06-18,Well 7,935
2019-06-19,Well 7,907
2019-06-20,Well 7,286
2019-06-21,Well 7,819
2019-06-22,Well 7,831
2019-06-23,Well 7,289
2019-06-24,Well 7,487
2019-06-25,Well 7,528
2019-06-26,Well 7,957
2019-06-27,Well 7,383
2019-06-28,Well 7,963
2019-06-29,Well 7,336
2019-06-30,Well 7,293
2019-07-01,Well 7,386
2019-07-02,Well 7,870
2019-07-03,Well 7,857
2019-07-04,Well 7,235
2019-07-05,Well 7,891
2019-07-06,Well 7,882
2019-07-07,Well 7,270
2019-07-08,Well 7,258
2019-07-09,Well 7,300
2019-07-10,Well 7,586
2019-07-11,Well 7,656
2019-07-12,Well 7,875
2019-07-13,Well 7,682
2019-07-14,Well 7,603
2019-07-15,Well 7,975
2019-07-16,Well 7,470
2019-07-17,Well 7,202
2019-07-18,Well 7,224
2019-07-19,Well 7,412
2019-07-20,Well 7,897
2019-07-21,Well 7,557
2019-07-22,Well 7,329
2019-07-23,Well 7,757
2019-07-24,Well 7,981
2019-07-25,Well 7,296
2019-07-26,Well 7,984
2019-07-27,Well 7,832
2019-07-28,Well 7,522
2019-07-29,Well 7,671
2019-07-30,Well 7,709
2019-07-31,Well 7,270
2019-08-01,Well 7,481
2019-08-02,Well 7,272
2019-08-03,Well 7,762
2019-08-04,Well 7,552
2019-08-05,Well 7,449
2019-08-06,Well 7,733
2019-08-07,Well 7,593
2019-08-08,Well 7,719
2019-08-09,Well 7,103
2019-08-10,Well 7,192
2019-08-11,Well 7,105
2019-08-12,Well 7,387
2019-08-13,Well 7,717
2019-08-14,Well 7,245
2019-08-15,Well 7,882
2019-08-16,Well 7,523
2019-08-17,Well 7,989
2019-08-18,Well 7,707
2019-08-19,Well 7,556
2019-08-20,Well 7,840
2019-08-21,Well 7,301
2019-08-22,Well 7,311
2019-08-23,Well 7,105
2019-08-24,Well 7,723
2019-08-25,Well 7,475
2019-08-26,Well 7,990
2019-08-27,Well 7,546
2019-08-28,Well 7,934
2019-08-29,Well 7,205
2019-08-30,Well 7,750
2019-08-31,Well 7,910
2019-09-01,Well 7,500
2019-09-02,Well 7,195
2019-09-03,Well 7,487
2019-09-04,Well 7,551
2019-09-05,Well 7,948
2019-09-06,Well 7,908
2019-09-07,Well 7,515
2019-09-08,Well 7,825
2019-09-09,Well 7,603
2019-09-10,Well 7,553
2019-09-11,Well 7,390
2019-09-12,Well 7,633
2019-09-13,Well 7,292
2019-09-14,Well 7,249
2019-09-15,Well 7,979
2019-09-16,Well 7,858
2019-09-17,Well 7,878
2019-09-18,Well 7,862
2019-09-19,Well 7,614
2019-09-20,Well 7,492
2019-09-21,Well 7,415
2019-09-22,Well 7,175
2019-09-23,Well 7,698
2019-09-24,Well 7,369
2019-09-25,Well 7,324
2019-09-26,Well 7,629
2019-09-27,Well 7,212
2019-09-28,Well 7,350
2019-09-29,Well 7,332
2019-09-30,Well 7,940
2019-10-01,Well 7,890
2019-10-02,Well 7,813
2019-10-03,Well 7,182
2019-10-04,Well 7,224
2019-10-05,Well 7,274
2019-10-06,Well 7,168
2019-10-07,Well 7,146
2019-10-08,Well 7,983
2019-10-09,Well 7,355
2019-10-10,Well 7,826
2019-10-11,Well 7,129
2019-10-12,Well 7,380
2019-10-13,Well 7,336
2019-10-14,Well 7,347
2019-10-15,Well 7,467
2019-10-16,Well 7,594
2019-10-17,Well 7,124
2019-10-18,Well 7,685
2019-10-19,Well 7,817
2019-10-20,Well 7,589
2019-10-21,Well 7,593
2019-10-22,Well 7,413
2019-10-23,Well 7,705
2019-10-24,Well 7,474
2019-10-25,Well 7,738
2019-10-26,Well 7,124
2019-10-27,Well 7,433
